BASE;OLT;RESPONSABLE DE BASE;OneField.Zone;OneField.Cluster;OneField.OLT (AMS);OneField.Observations
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 1;APEDOKOE-FX8;
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 2;APEDOKOE-FX8;
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 3;APEDOKOE-FX8;
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 4;APEDOKOE-FX8;
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 5;APEDOKOE-FX8;
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 6;APEDOKOE-FX8;
ADIDOGOME;APEDOKOE-FX8;DOSSAVI;APEDOKOE;APEDOKOE 7;APEDOKOE-FX8;
;;;ANIE;ANIE 1;ANIE-FX4;
;;;ANIE;ANIE 2;ANIE-FX4;
;;;ANIE;ANIE 3;ANIE-FX4;
;;;ANIE;ANIE 4;ANIE-FX4;
;;;ANIE;ANIE 5;ANIE-FX4;
;;;ANIE;ANIE 6;ANIE-FX4;
;;;ADETA;ADETA 1;ADETA-FX4;
;;;ADETA;ADETA 2;ADETA-FX4;
;;;ADETA;ADETA 3;ADETA-FX4;
;;;ANEHO;ANEHO 6;ANEHO1_RE-FX4;
;;;ANEHO;ANEHO 7;ANEHO1_RE-FX4;
;;;ANEHO;ANEHO 8;ANEHO1_RE-FX4;
;;;ANEHO;ANEHO 9;ANEHO1_RE-FX4;
;;;ANEHO;ANEHO 1;ANEHO2-7362;
;;;ANEHO;ANEHO 4;ANEHO3-7362-1;
;;;ANEHO;ANEHO 5;ANEHO3-7362-2;
;;;ANEHO;ANEHO 2;ANEHO-PEAGE-1;
;;;ANEHO;ANEHO 10;ANEHO-PEAGE-2;
;;;ANEHO;ANEHO 3;ANEHO-PEAGE-2;
BASE CACAVELLI ;AVEDJI1;ATSOU;AMADAHOME;AMADAHOME 0;AVEDJI1;Extension sur AVEDJI2
BASE CACAVELLI ;AVEDJI1-FX4;ATSOU;AMADAHOME;AMADAHOME 1;AVEDJI1-FX4;
BASE CACAVELLI ;AVEDJI1-FX4;ATSOU;AMADAHOME;AMADAHOME 2;AVEDJI1-FX4;
BASE CACAVELLI ;AVEDJI1-FX4;ATSOU;AMADAHOME;AMADAHOME 3;AVEDJI1-FX4;
BASE CACAVELLI ;AVEDJI1-FX4;ATSOU;AMADAHOME;AMADAHOME 4;AVEDJI1-FX4;
BASE CACAVELLI ;AVEDJI1-FX4;ATSOU;AMADAHOME;AMADAHOME 5;AVEDJI1-FX4;
ADIDOGOME;AMADAHOME2-FX8;DOSSAVI;AMADA2;AMADA2 1;AMADAHOME2-FX8;
ADIDOGOME;AMADAHOME2-FX8;DOSSAVI;AMADA2;AMADA2 2;AMADAHOME2-FX8;
ADIDOGOME;AMADAHOME2-FX8;DOSSAVI;AMADA2;AMADA2 4;AMADAHOME2-FX8;
ADIDOGOME;AMADAHOME2-FX8;DOSSAVI;AMADA2;AMADA2 5;AMADAHOME2-FX8;
ADIDOGOME;AMADAHOME2-FX8;DOSSAVI;AMADA2;AMADA2 6;AMADAHOME2-FX8;
ADIDOGOME;AMADAHOME2-FX8;DOSSAVI;AMADA2;AMADA2 7;AMADAHOME2-FX8;
;;;AGOU GARE;AGOU GARE 1;AGOU_GARE-FX4;
;;;AGOU GARE;AGOU GARE 2;AGOU_GARE-FX4;
BASE CACAVELLI ;CACN-FX4;ATSOU;AGOE;AGOE 0;CACN-FX4;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 1;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 10;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 11;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 2;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 3;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 4;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 5;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 6;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 7;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 8;AGODEKE-FX8;
BASE PORT;AGODEKE-FX8;AMAH;AGODEKA;AGODEKA 9;AGODEKE-FX8;
;;;AGBELOUVE;AGBELOUVE 1;AGBELOUVE-FX4;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 1;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 10;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 11;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 12;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 13;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 14;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 15;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 16;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 2;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 3;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 4;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 5;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 6;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 7;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 8;AGBALEPEDO-FX16;
BASE CACAVELLI ;AGBALEPEDO-FX16;ATSOU;AGBALEPEDO;AGBALEPEDO 9;AGBALEPEDO-FX16;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 1;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 2;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 3;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 4;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 5;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 6;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 7;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 8;AFIDEGNIGBAN-FX8;
BASE PORT;AFIDEGNIGBAN-FX8;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 9;AFIDEGNIGBAN-FX8;
BASE PORT;;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 10;AGBODRAFO-FX4;
BASE PORT;;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 11;AGBODRAFO-FX4;
BASE PORT;;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 12;AGBODRAFO-FX4;
BASE PORT;;AMAH;AFIDENYIGBAN;AFIDENYIGBAN 13;AGBODRAFO-FX4;
BASE PORT;;AMAH;AFIDENYIGBAN;ONE-FIELD;;Voir One Field
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 1;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 10;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 11;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 12;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 13;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 14;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 2;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 3;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 4;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 5;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 6;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 7;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 8;AEROPORT-FX8;
BASE PORT;AEROPORT-FX8;AMAH;AEROPORT2;AEROPORT2 9;AEROPORT-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 1;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 10;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 2;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 3;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 4;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 5;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 6;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 7;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 8;ADJOUGBA-FX8;
BASE CACAVELLI ;ADJOUGBA-FX8;ATSOU;ADJOUGBA;ADJOUGBA 9;ADJOUGBA-FX8;
ADIDOGOME;ADIDO1;DOSSAVI;ADIDOGOME;ADIDOGOME 0;ADIDO1;Extension sur ADIDO-7360-FX8
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 1;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 10;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 11;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 12;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 13;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 14;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 2;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 3;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 4;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 5;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 6;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 7;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 8;ADIDO2-FX16;
ADIDOGOME;ADIDO2-FX16;DOSSAVI;ADIDO2;ADIDO2 9;ADIDO2-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 1;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 10;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 11;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 12;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 13;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 14;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 2;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 3;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 4;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 5;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 6;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 7;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 8;ADIDO1-FX16;
ADIDOGOME;ADIDO1-FX16;DOSSAVI;ADIDO1;ADIDO1 9;ADIDO1-FX16;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 1;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 2;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 3;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 4;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 5;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 6;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 7;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8;KOMLAGAN;ADETIKOPE;ADETIKOPE 8;ADETICOPE-FX8;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 10;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 11;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 12;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 13;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 14;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 15;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 16;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 17;ADETICOPE-FX8_2;
BASE HEDZRANAWE;ADETICOPE-FX8_2;KOMLAGAN;ADETIKOPE;ADETIKOPE 9;ADETICOPE-FX8_2;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 18;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 19;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 20;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 21;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 22;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 23;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 24;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 25;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 26;ADETIKOPE_CEG-FX8;
BASE HEDZRANAWE;;KOMLAGAN;ADETIKOPE;ADETIKOPE 27;ADETIKOPE_CEG-FX8;
BASE PORT;ADAMAVO-FX4_1;AMAH;ADAMAVO;ADAMAVO 1;ADAMAVO-FX4_1;
BASE PORT;ADAMAVO-FX4_1;AMAH;ADAMAVO;ADAMAVO 2;ADAMAVO-FX4_1;
BASE PORT;ADAMAVO-FX4_1;AMAH;ADAMAVO;ADAMAVO 3;ADAMAVO-FX4_1;
BASE PORT;ADAMAVO-FX4_1;AMAH;ADAMAVO;ADAMAVO 4;ADAMAVO-FX4_1;
BASE PORT;ADAMAVO-FX4_1;AMAH;ADAMAVO;ADAMAVO 5;ADAMAVO-FX4_1;
BASE PORT;ADAMAVO-FX4_1;AMAH;ADAMAVO;ADAMAVO 6;ADAMAVO-FX4_1;Les PBO 81   88 sont sur le second OLT
BASE PORT;ADAMAVO-FX4_2;AMAH;ADAMAVO;ADAMAVO 7;ADAMAVO-FX4_2;
BASE PORT;ADAMAVO-FX4_2;AMAH;ADAMAVO;ADAMAVO 8;ADAMAVO-FX4_2;
BASE PORT;ADAMAVO-FX4_2;AMAH;ADAMAVO;ADAMAVO 9;ADAMAVO-FX4_2;
BASE RP;ABLO;ABAKTA;ABLOGAME;ABLOGAME 0;ABLO;

